INDEX	EDGE	VERTEX
1074	清风大道	宝龙一路
1075	清风大道	宝坪路
1076	清风大道	宝龙七路
1077	三洋湖路	立新西路
1078	三洋湖路	东纵路
1079	沙新路	东纵路
1080	沙新路	比亚迪路
1081	汤坑路	金碧路(坪山)
1082	汤坑路	横坪公路(横岗)
1083	同裕路	汤坑路
1084	同裕路	黄竹坑路
1085	行政八路	新和四路
1086	行政八路	坪山大道
1087	新和四路	丹梓西路
1088	新和四路	行政八路
1089	秀沙路	深汕高速公路
1090	秀沙路	坪山大道
1091	布龙公路	华旺路
1092	布龙公路	华兴路
1093	布龙公路	龙大高速公路
1094	布龙公路	布龙路
1095	工业西路	工业路
1096	工业西路	龙观路
1097	观景路	观光路
1098	观景路	观平路
1099	华清大道	和平路(龙华)
1100	华清大道	龙观东路
1101	华清大道	清华东路
1102	龙观东路	清泉路
1103	龙观东路	清湖路
1104	龙观东路	华清大道
1105	龙观东路	龙观路
1106	梅坂大道	五和大道
1107	梅坂大道	梅龙路
1108	梅龙大道	东环二路
1109	梅龙大道	清泉路
1110	梅龙大道	清湖路
1111	梅龙大道	清华东路
1112	梅龙大道	东环一路
1113	民乐路	梅龙路
1114	民乐路	民治大道
1115	清华东路	华清大道
1116	清华东路	大和路
1117	清平路	清华东路
1118	清平路	大和路
1119	泗黎路	悦兴路
1120	泗黎路	观光路
1121	泗黎路	桂月路
1122	泗黎路	梅观高速公路
1123	泗黎路	观澜大道
1124	环观南路	观平路
1125	环观南路	梅观高速公路
1126	环观南路	大和路
1127	环观南路	观澜大道
1128	环观南路	观天路
1129	环观中路	梅观高速公路
1130	环观中路	大和路
1131	环观中路	观平路
1132	观平路	石新路
1133	观平路	观景路
1134	观平路	环观中路
1135	观平路	观澜大道
1136	观平路	环观南路
1137	高尔夫大道	观景路
1138	高尔夫大道	观平路
1139	高尔夫大道	观天路
1140	东环一路	油松路
1141	东环一路	梅龙路
1142	东环一路	建设路(龙华)
1143	东环一路	和平路(龙华)
1144	东环一路	龙观路
1145	东环一路	东环二路
1146	东环二路	东环一路
1147	东环二路	油松路
1148	东环二路	梅龙大道
1149	东环二路	建设东路
1150	东环二路	和平路(龙华)
1151	东环二路	龙观路
1152	东环二路	工业路
1153	观澜大道	环观南路
1154	观澜大道	人民路(观澜)
1155	观澜大道	泗黎路
1156	观澜大道	大和路
1157	观澜大道	观平路
1158	观澜大道	龙观东路
1159	龙观路	华荣路
1160	龙观路	工业西路
1161	龙观路	人民路(龙华)
1162	龙观路	东环一路
1163	龙观路	龙观东路
1164	龙观路	布龙路
1165	工业路	油松路
1166	工业路	民治大道
1167	工业路	梅龙路
1168	工业路	人民路(龙华)
1169	工业路	建设路(龙华)
1170	工业路	和平路(龙华)
1171	工业路	工业西路
1172	工业路	东环二路
1173	玉龙路	新区大道
1174	玉龙路	白龙路
1175	玉龙路	南坪快速路
1176	新安六路	宝安大道
1177	新安四路	公园路(新安)
1178	新安四路	前进二路
1179	新安四路	建安二路
1180	新安四路	新安三路
1181	新安五路	广深公路
1182	新安五路	宝安大道
1183	新安五路	建安二路
1184	西乡大道	前进二路
1185	西乡大道	广深公路
1186	西乡大道	工业路
1187	西乡大道	宝安大道
1188	西乡大道	新湖路
1189	西乡大道	宝源路
1190	西乡大道	兴业路
1191	西乡大道	海宾大道
1192	西乡大道	公园路(新安)
1193	新安二路	前进一路
1194	新安二路	新圳路
1195	新安二路	公园路(新安)
1196	新安二路	洪浪北路
1197	新安二路	建安一路
1198	新安一路	广深公路
1199	新安一路	翻身路
1200	新安一路	宝安大道
1201	新安一路	新湖路
1202	新安一路	建安一路
1203	前进二路	流塘路
1204	前进二路	庄边路
1205	前进二路	西乡大道
1206	前进二路	宝田一路
1207	前进二路	宝田二路
1208	前进二路	航城大道
1209	前进二路	洲石公路
1210	前进二路	新安四路
1211	前进一路	新安二路
1212	前进一路	创业二路
1213	前进一路	新安四路
1214	前进一路	湖滨路
1215	广深公路	新安一路
1216	广深公路	创业一路
1217	广深公路	新安五路
1218	广深公路	西乡大道
1219	广深公路	宝田二路
1220	广深公路	航城大道
1221	广深公路	洲石公路
1222	广深公路	机场南路
1223	广深公路	凯城二路
1224	广深公路	凯城一路
1225	广深公路	兴华路(福永)
1226	广深公路	机场道
1227	广深公路	怀德南路
1228	广深公路	福中路(宝安)
1229	广深公路	翠岗西路
1230	广深公路	福永大道
1231	广深公路	福海大道
1232	广深公路	凤塘大道
1233	广深公路	兴业一路
1234	广深公路	南环路
1235	广深公路	创新路
1236	广深公路	新沙路(沙井)
1237	广深公路	北环路
1238	广深公路	芙蓉路
1239	广深公路	松裕路
1240	广深公路	东方大道
1241	广深公路	松明大道
1242	广深公路	沙江东路
1243	广深公路	松福大道
1244	广深公路	宝安大道
1245	广深公路	湖滨中路
1246	固戍一路	文昌路
1247	坣岗大道	岗头路
1248	坣岗大道	新沙路(沙井)
1249	站前路	深汕路
1250	站前路	丹梓西路
1251	宝华路	创业一路
1252	宝华路	海天路
1253	宝民二路	流塘路
1254	宝民二路	西乡大道
1255	宝民二路	宝田一路
1256	宝民二路	宝田二路
1257	宝民二路	新安五路
1258	宝民一路	兴华二路
1259	宝民一路	创业二路
1260	宝民一路	裕安二路
1261	宝民一路	上川路
1262	宝民一路	新安五路
1263	宝民一路	新安一路
1264	宝田二路	广深公路
1265	宝田二路	前进二路
1266	宝田一路	前进二路
1267	宝田一路	广深公路
1268	宝田一路	水库路
1269	宝兴路	创业一路
1270	宝兴路	海天路
1271	边检路	前进一路
1272	边检路	广深高速公路
1273	边检路	留仙二路
1274	边检路	留仙三路
1275	边检路	深南大道
1276	朝阳路	广田路
1277	朝阳路	红湖路
1278	朝阳路	河堤路
1279	翠岗西路	怀德南路
1280	翠岗西路	宝安大道
1281	翠岗西路	广深公路
1282	大宝路	洪浪北路
1283	大宝路	创业二路
1284	大宝路	上川路
1285	大埔路	新和大道
1286	大埔路	北环路
1287	大洋路	立新路
1288	大洋路	凤塘大道
1289	帝堂路	锦程路
1290	帝堂路	西环路(沙井)
1291	东方大道	田园路
1292	东方大道	松岗大道
1293	东方大道	立业路
1294	东方大道	广深公路
1295	东方大道	松明大道
1296	东方大道	根玉路
1297	东环路	黄埔路
1298	东环路	新沙路(沙井)
1299	东环路	北环路
1300	东环路	南浦路
1301	翻身路	新安一路
1302	翻身路	兴华一路
1303	翻身路	创业一路
1304	翻身路	裕安一路
1305	翻身路	上川一路
1306	翻身路	新安五路
1307	翻身路	湖滨中路
1308	福凤路	福永大道
1309	福凤路	凤凰山大道
1310	福永大道	广深公路
1311	福永大道	政丰南路
1312	福永大道	怀德南路
1313	福永大道	宝安大道
1314	福永大道	福凤路
1315	福园一路	重庆路
1316	福园一路	桥和路
1317	福园一路	荔园路(福永)
1318	福园一路	凤塘大道
1319	福园一路	兴业西路
1320	福园一路	福洲大道(福永)
1321	岗胜路	环镇路
1322	岗胜路	岗头路
1323	岗头路	北环路
1324	岗头路	坣岗大道
1325	共和工业路	银田工业路
1326	共和工业路	西乡大道
1327	共乐路	宝源路
1328	共乐路	兴业路
1329	共乐路	新湖路
1330	固戍一路	宝安大道
1331	固戍一路	广深公路
1332	国泰路	塘头大道
1333	国泰路	松白路
1334	海城路	新湖路
1335	海城路	宝源路
1336	海城路	兴业路
1337	海城路	海宾大道
1338	海城路	宝安大道
1339	海天路	兴华一路
1340	海天路	宝兴路
1341	海天路	新安西路
1342	海秀路	兴华一路
1343	海秀路	兴业路
1344	海秀路	沿江高速
1345	海秀路	新安西路
1346	航城大道	广深公路
1347	航城大道	宝安大道
1348	航城大道	宝源路
1349	航城大道	前进二路
1350	豪业路	永福路
1351	豪业路	永和路
1352	豪业路	松福大道
1353	豪业路	福园一路
1354	豪业路	宝安大道
1355	和秀西路	松福大道
1356	和秀西路	福园一路
1357	和秀西路	永和路
1358	河滨南路	如意路(石岩)
1359	河滨南路	宝石南路
1360	河滨南路	吉祥路(石岩)
1361	河堤路	西田路
1362	河堤路	下村路
1363	河堤路	象山大道
1364	河堤路	朝阳路
1365	河堤路	公常路
1366	洪浪北二路	留仙二路
1367	洪浪北二路	留仙一路
1368	洪浪北二路	留仙三路
1369	洪浪北路	新安二路
1370	洪浪北路	大宝路
1371	洪浪南路	大宝路
1372	红湖路	广田路
1373	红湖路	朝阳路
1374	红巷工业路	广深公路
1375	红巷工业路	东环路
1376	湖滨路	广深公路
1377	湖滨路	前进一路
1378	湖滨中路	宝安大道
1379	湖滨中路	广深公路
1380	怀德南路	福中路(宝安)
1381	怀德南路	翠岗西路
1382	怀德南路	福永大道
1383	怀德南路	广深公路
1384	环镇路	沙中路
1385	环镇路	新沙路(沙井)
1386	环镇路	岗胜路
1387	环镇路	北环路
1388	环镇路	新和大道
1389	环镇路	南环路
1390	黄埔路	广深公路
1391	黄埔路	东环路
1392	甲岸路	宝安大道
1393	甲岸路	新湖路
1394	甲岸路	海天路
1395	甲岸路	广深公路
1396	甲岸南路	沿江高速
1397	甲岸南路	宝兴路
1398	建安二路	流塘路
1399	建安二路	庄边路
1400	建安二路	新安五路
1401	建安一路	兴华二路
1402	建安一路	创业二路
1403	建安一路	裕安二路
1404	建安一路	上川路
1405	建安一路	新安四路
1406	建安一路	新安二路
1407	金海路	新湖路
1408	金海路	宝安大道
1409	金沙二路	万安路
1410	金沙二路	沙井路
1411	锦程路	南环路
1412	锦程路	万安路
1413	锦程路	新沙路(沙井)
1414	锦程路	民主大道
1415	锦程路	蚝乡路
1416	锦程路	北环路
1417	锦程路	兴业西路
1418	立业路	楼岗大道
1419	立业路	松白路
1420	立业路	东方大道
1421	留仙二路	洪浪北二路
1422	留仙二路	创业二路
1423	留仙二路	上川路
1424	留仙二路	边检路
1425	留仙一路	洪浪北二路
1426	留仙一路	创业二路
1427	留仙一路	上川路
1428	留仙一路	边检路
1429	流塘路	前进二路
1430	流塘路	广深公路
1431	流塘路	公园路(新安)
1432	龙腾路	育才路
1433	龙腾路	机荷高速公路
1434	罗田路	沿江高速
1435	罗田路	宝源南路
1436	罗租路	宝石南路
1437	罗租路	育才路
1438	民主大道	锦程路
1439	民主大道	西环路(沙井)
1440	南浦路	东环路
1441	南浦路	广深公路
1442	南浦路	广深高速公路
1443	桥和路	永福路
1444	桥和路	永和路
1445	桥和路	松福大道
1446	桥和路	沿江高速
1447	桥和路	宝安大道
1448	桥塘路	荔园路(福永)
1449	桥塘路	凤塘大道
1450	桥塘路	桥和路
1451	沙中路	沙井路
1452	沙中路	环镇路
1453	上川路	留仙二路
1454	上川路	留仙一路
1455	上川路	新安四路
1456	上川路	前进一路
1457	上川路	宝民一路
1458	上川路	宝石路
1459	上屋大道	石岩北环路
1460	上屋大道	宝石东路
1461	上星南路	公园南路(宝安)
1462	上星南路	广深公路
1463	石龙大道	龙大高速公路
1464	石龙大道	石观路
1465	水库路	宝田路
1466	水库路	尖岗山大道
1467	松岗大道	华美路
1468	松岗大道	东方大道
1469	松岗大道	楼岗大道
1470	松岗大道	松白路
1471	松岗大道	芙蓉路
1472	松河北路	宝安大道
1473	松河北路	广深高速公路
1474	松河北路	松瑞路
1475	松罗路	沙江东路
1476	松罗路	燕罗公路
1477	松罗路	广田路
1478	松罗路	松白路
1479	松瑞路	松明大道
1480	松瑞路	沙江路
1481	松瑞路	广深高速公路
1482	松裕路	广深高速公路
1483	松裕路	广深公路
1484	塘头大道	机荷高速公路
1485	塘头大道	洲石公路
1486	塘头大道	松白路
1487	塘下涌工业大道	广田路
1488	塘下涌工业大道	工业大道
1489	塘下涌工业大道	洋涌路
1490	田心大道	石岩北环路
1491	田心大道	宝石东路
1492	通成路	宝安大道
1493	通成路	共和工业路
1494	万安路	松福大道
1495	万安路	锦程路
1496	万安路	西环路(沙井)
1497	文昌路	宝源路
1498	文昌路	固戍一路
1499	象山大道	龙大高速公路
1500	象山大道	河堤路
1501	新二庄村路	东环路
1502	新二庄村路	广深高速公路
1503	兴华二路	前进一路
1504	兴华二路	宝民一路
1505	兴华二路	公园路(新安)
1506	兴华一路	宝安大道
1507	兴华一路	新湖路
1508	兴华一路	海天路
1509	兴华一路	广深公路
1510	兴业西路	沙井路
1511	兴业西路	永福路
1512	兴业西路	松福大道
1513	兴业西路	沿江高速
1514	兴业西路	宝安大道
1515	兴业一路	广深公路
1516	兴业一路	广深高速公路
1517	燕罗公路	松罗路
1518	燕罗公路	河堤路
1519	洋涌路	众福路
1520	洋涌路	广深公路
1521	洋涌路	松罗路
1522	一号路	沿江高速
1523	一号路	新湖路
1524	银田路	新湖路
1525	银田路	宝源路
1526	银田路	沿江高速
1527	银田路	宝安大道
1528	裕安二路	新安三路
1529	裕安二路	前进一路
1530	裕安二路	宝民一路
1531	裕安二路	广深高速公路
1532	裕安路	沿江高速
1533	裕安路	创业一路
1534	裕安一路	翻身路
1535	裕安一路	宝安大道
1536	裕安一路	新湖路
1537	裕安一路	宝源南路
1538	裕安一路	广深公路
1539	政丰南路	翠岗西路
1540	政丰南路	福永大道
1541	政丰南路	福中路(宝安)
1542	中心路(宝安)	南环路
1543	中心路(宝安)	新沙路(沙井)
1544	中心路(宝安)	北环路
1545	中心路(宝安)	新和大道
1546	中心路(宝安)	凤塘大道
1547	重庆路	永福路
1548	重庆路	永和路
1549	重庆路	松福大道
1550	重庆路	沿江高速
1551	重庆路	宝安大道
1552	众福路	广田路
1553	众福路	洋涌路
1554	庄边路	广深公路
1555	庄边路	前进二路
1556	芙蓉大道	芙蓉路
1557	芙蓉大道	广深高速公路
1558	芙蓉路	松岗大道
1559	芙蓉路	芙蓉西路
1560	芙蓉路	田园路
1561	曦城大道	尖岗山大道
1562	曦城大道	广盛路
1563	蚝乡路	锦程路
1564	蚝乡路	西环路(沙井)
1565	爱南路	同富路
1566	爱南路	深汕路
1567	爱南路	龙湖路
1568	爱南路	龙南路
1569	爱南路	碧新路
1570	爱南路	龙城大道
1571	爱南路	宝荷路
1572	爱南路	如意路
1573	爱南路	龙岗大道
1574	爱南路	龙翔大道
1575	爱南路	东升新路
1576	坳背路	红棉四路
1577	坳背路	龙岗大道
1578	丹梓西路	坪山大道
1579	丹梓西路	丹梓大道
1580	东深路	丹平公路
1581	东深路	横东岭路
1582	富坪北路	横坪公路(坪地)
1583	富坪北路	龙岗大道
1584	国际大道	华南大道
1585	国际大道	平新北路
1586	国际大道	富安大道
1587	红棉三路	广达路
1588	红棉三路	茂盛路
1589	红棉三路	莲心路
1590	红棉三路	横坪公路
1591	红棉四路	横坪公路
1592	红棉四路	坳背路
1593	红棉一路	康乐路
1594	红棉一路	莲心路
1595	嘉湖路	平龙路
1596	嘉湖路	富安大道
1597	教育南路	龙岗大道
1598	教育南路	环城南路
1599	教育中路	吉祥路
1600	教育中路	龙岗大道
1601	科技园路	景芬路
1602	科技园路	布龙路
1603	科技园路	布澜路
1604	龙平西路	长兴北路
1605	龙平西路	吉祥路
1606	龙平西路	爱心路
1607	龙平西路	黄阁路
1608	龙平西路	盐龙大道
1609	龙平西路	龙城大道
1610	平安大道	湖田路
1611	平安大道	富安大道
1612	平安大道	良白路
1613	平吉大道	平新南路
1614	平吉大道	布澜路
1615	平新路	平龙路
1616	平新路	平新北路
1617	平新南路	平新北路
1618	平新南路	平吉大道
1619	坪梓路	富坪中路
1620	坪梓路	龙兴北路
1621	盛宝路	宝冠路
1622	盛宝路	布澜路
1623	盛宝路	丹平快速路
1624	雪岗北路	冲之大道
1625	雪岗北路	五和大道
1626	雪岗北路	清祥路
1627	雪岗北路	清宁路
1628	雪岗北路	坂雪岗大道
1629	富坪中路	龙岗大道
1630	富坪中路	坪梓路
1631	环城南路	教育南路
1632	环城南路	龙岗大道
1633	环城南路	同心中路
1634	丰田路	仙田路
1635	丰田路	碧新路
1636	丰田路	龙岗大道
1637	碧新路	植物园路
1638	碧新路	鹏达路
1639	碧新路	龙岗大道
1640	碧新路	龙园路
1641	碧新路	龙平东路
1642	碧新路	新生路
1643	碧新路	丰田路
1644	碧新路	爱南路
1645	碧新路	宝荷路
1646	宝坪路	宝荷路
1647	宝坪路	翠宝路
1648	宝龙大道	锦龙四路
1649	宝龙大道	锦龙二路
1650	宝龙大道	锦龙大道
1651	宝龙大道	宝龙七路
1652	宝龙大道	宝龙五路
1653	宝龙大道	宝龙三路
1654	宝龙大道	宝荷路
1655	宝龙大道	深汕路
1656	龙城大道	龙岗大道
1657	龙城大道	龙翔大道
1658	龙城大道	龙平西路
1659	龙城大道	盐龙大道
1660	龙城大道	爱南路
1661	宝荷路	碧新路
1662	宝荷路	沙荷路
1663	宝荷路	嶂背路
1664	宝荷路	爱南路
1665	宝荷路	宝龙一路
1666	黄阁路	如意路
1667	黄阁路	清辉路
1668	黄阁路	清林路
1669	黄阁路	龙平西路
1670	黄阁路	盐龙大道
1671	黄阁路	龙翔大道
1672	惠盐北路	大康路
1673	惠盐北路	龙岗大道
1674	惠盐北路	沙荷路
1675	惠盐中路	惠盐北路
1676	惠盐中路	惠盐南路
1677	布沙路	樟富北路
1678	布沙路	中翠路
1679	布沙路	布龙路
1680	布沙路	丹平快速路
1681	布澜路	东西干道
1682	布澜路	盛宝路
1683	布澜路	水官高速
1684	布澜路	平吉大道
1685	布澜路	甘李路
1686	布澜路	龙岗大道
1687	东西干道	布龙路
1688	东西干道	布澜路
1689	凤凰大道	守珍街
1690	凤凰大道	平龙路
1691	凤凰大道	东门路
1692	平湖大街	湖田路
1693	平湖大街	东门路
1694	平湖大街	富安大道
1695	平湖大街	益民路
1696	平湖大街	丹平公路
1697	富安大道	平安大道
1698	富安大道	国际大道
1699	富安大道	平新北路
1700	富安大道	工业大道
1701	富安大道	嘉湖路
1702	富安大道	平湖大街
1703	平新北路	国际大道
1704	平新北路	富安大道
1705	平新北路	平新路
1706	平新北路	平新南路
1707	贝尔路	坂雪岗大道
1708	贝尔路	冲之大道
1709	贝尔路	五和大道
1710	贝尔路	吉华路
1711	坂雪岗大道	雅园路
1712	坂雪岗大道	布龙路
1713	坂雪岗大道	吉华路
1714	坂雪岗大道	贝尔路
1715	坂雪岗大道	隆平路
1716	坂雪岗大道	稼先路
1717	坂雪岗大道	雪岗北路
1718	坂雪岗大道	南坪快速路
1719	吉华路	金鹏路
1720	吉华路	中兴路
1721	吉华路	西环路
1722	吉华路	下水径一街
1723	吉华路	布龙路
1724	吉华路	秀峰路
1725	吉华路	雪岗南路
1726	吉华路	贝尔路
1727	吉华路	坂雪岗大道
1728	吉华路	五和大道
1729	吉华路	东环二路
1730	吉华路	布吉路
1731	丹平公路	机荷高速公路
1732	丹平公路	平湖大街
1733	丹平公路	丹平快速路
1734	布龙路	东西干道
1735	布龙路	景芬路
1736	布龙路	科技园路
1737	布龙路	吉华路
1738	布龙路	清平高速公路
1739	布龙路	坂雪岗大道
1740	布龙路	五和大道
1741	布龙路	梅观高速公路
1742	布龙路	油松路
1743	布龙路	民治大道
1744	布龙路	梅龙路
1745	布龙路	人民路(龙华)
1746	布龙路	简上路
1747	布龙路	和平路(龙华)
1748	布龙路	龙华路
1749	布龙路	布龙公路
1750	布龙路	龙岗大道
1751	龙翔大道	德政路
1752	龙翔大道	吉祥路
1753	龙翔大道	怡翠路
1754	龙翔大道	如意路
1755	龙翔大道	黄阁路
1756	龙翔大道	龙飞大道
1757	龙翔大道	盐龙大道
1758	龙翔大道	龙城大道
1759	爱新路	龙岗大道
1760	爱新路	宝荷路
1761	爱心路	白灰围一路
1762	爱心路	龙平西路
1763	爱心路	回龙路
1764	爱心路	清林路
1765	白灰围一路	愉龙路
1766	白灰围一路	黄阁路
1767	白灰围一路	龙福路
1768	百鸽路	龙岗大道
1769	百鸽路	禾坑路
1770	保康路	龙岗大道
1771	保康路	惠盐北路
1772	宝龙七路	南同大道
1773	宝龙七路	清风大道
1774	宝龙三路	高科大道
1775	宝龙三路	清风大道
1776	宝龙五路	宝龙大道
1777	宝龙五路	清风大道
1778	宝龙一路	高科大道
1779	宝龙一路	诚信路
1780	布李路	布龙路
1781	布李路	布澜路
1782	布李路	长盛路
1783	长盛路	布李路
1784	长盛路	中兴路(布吉)
1785	长兴北路	回龙路
1786	长兴北路	盐龙大道
1787	长兴北路	龙平西路
1788	长兴南路	龙平西路
1789	长兴南路	龙福路
1790	诚信路	翠宝路
1791	诚信路	宝坪路
1792	冲之大道	隆平路
1793	冲之大道	稼先路
1794	冲之大道	张衡路
1795	冲之大道	雪岗北路
1796	冲之大道	贝尔路
1797	大康路	惠盐北路
1798	大康路	小康路
1799	大运路	青春路
1800	大运路	黄阁路
1801	德政路	清林路
1802	德政路	建设路(龙岗)
1803	德政路	龙翔大道
1804	发展路	兴华路(坪地)
1805	发展路	龙岗大道
1806	富康路	松柏路
1807	富康路	沙荷路
1808	富民路	同心中路
1809	富民路	教育南路
1810	富民路	富坪中路
1811	甘李路	布澜路
1812	甘李路	秀峰路
1813	高科大道	宝龙五路
1814	高科大道	宝龙三路
1815	高科大道	宝龙一路
1816	高科大道	宝龙七路
1817	工业大道	平龙路
1818	工业大道	富安大道
1819	禾坑路	百鸽路
1820	禾坑路	金稻田路
1821	鸿基路	同富路(龙岗)
1822	鸿基路	深汕路
1823	红花街	富康路
1824	红花街	惠盐北路
1825	湖田路	平安大道
1826	湖田路	平湖大街
1827	回龙路	长兴北路
1828	回龙路	吉祥路(龙岗)
1829	回龙路	盐龙大道
1830	回龙路	龙城大道
1831	惠华路	杉坑内环路
1832	惠华路	中环大道
1833	惠华路	清平高速公路
1834	惠华路	新厦大道
1835	惠民路	乐园路
1836	惠民路	同力路
1837	吉祥一路	花园路
1838	吉祥一路	龙岗大道
1839	吉政路	中兴路(布吉)
1840	吉政路	龙岗大道
1841	稼先路	五和大道
1842	稼先路	坂雪岗大道
1843	建议路	龙平西路
1844	建议路	龙福路
1845	教育北路	盐龙大道
1846	教育北路	龙腾路
1847	教育北路	吉祥路
1848	金鹏路	中兴路(布吉)
1849	金鹏路	吉华路
1850	锦龙二路	南同大道
1851	锦龙二路	宝龙大道
1852	景芬路	科技园路
1853	景芬路	布龙路
1854	居里夫人大道	稼先路
1855	居里夫人大道	隆平路
1856	康乐路	红棉一路
1857	康乐路	水官高速
1858	康乐路	龙岗大道
1859	乐园路	深汕路
1860	礼耕路	万利路
1861	礼耕路	六和路
1862	莲心路	红棉一路
1863	莲心路	龙岗大道
1864	良白路	机荷高速公路
1865	良白路	平安大道
1866	良白路	东深路
1867	良白路	丹平快速路
1868	六和路	龙岗大道
1869	六和路	沙荷路
1870	六约路	龙岗大道
1871	六约路	宸和路
1872	龙福路	长兴南路
1873	龙福路	爱心路
1874	龙福路	龙城大道
1875	龙岗路	龙岗大道
1876	龙岗路	鹏达路
1877	龙河路	太兴路
1878	龙河路	龙岗大道
1879	龙河路	南联路
1880	龙湖路	龙南路
1881	龙湖路	爱南路
1882	龙湖南路	龙湖路
1883	龙湖南路	龙南路
1884	龙南路	龙湖南路
1885	龙南路	龙湖路
1886	龙南路	深汕路
1887	龙南路	惠盐高速公路
1888	龙平东路	龙园路
1889	龙平东路	碧新路
1890	龙平东路	龙城大道
1891	龙平东路	龙兴街
1892	龙西中路	富民路
1893	龙西中路	盐龙大道辅道
1894	龙兴街	龙平东路
1895	龙兴街	龙岗大道
1896	龙园路	龙平东路
1897	龙园路	南联路
1898	龙园路	龙岗大道
1899	隆平路	五和大道
1900	隆平路	坂雪岗大道
1901	茂盛路	红棉三路
1902	茂盛路	龙岗大道
1903	南联路	龙河路
1904	南联路	龙岗大道
1905	南同大道	锦龙二路
1906	南同大道	锦龙大道
1907	南同大道	宝龙六路
1908	南同大道	锦龙四路
1909	牛始埔路	龙岗大道
1910	牛始埔路	勤富路
1911	鹏达路	植物园路
1912	鹏达路	上龙塘路
1913	鹏达路	龙城大道
1914	鹏达路	植物园路
1915	埔厦路	水官高速
1916	埔厦路	龙岗大道
1917	勤富路	牛始埔路
1918	勤富路	沙荷路
1919	青春路	盐龙大道
1920	青春路	大运路
1921	清辉路	盐龙大道
1922	清辉路	黄阁路
1923	乐园路	惠民路
1924	清松路	盐龙大道
1925	清松路	黄阁路
1926	荣华路	龙岗大道
1927	荣华路	百鸽路
1928	沙园路	黄阁路
1929	沙园路	如意路(龙岗)
1930	杉坑内环路	惠华路
1931	杉坑内环路	平龙路
1932	山子下路	小康路
1933	山子下路	沙荷路
1934	上龙塘路	龙岗大道
1935	上龙塘路	鹏达路
1936	深龙路	深峰路
1937	深龙路	梧桐路(横岗)
1938	盛龙路	碧新路
1939	盛龙路	龙城大道
1940	守珍街	平湖大街
1941	守珍街	凤凰大道
1942	四方埔街	同心中路
1943	四方埔街	坪梓路
1944	四联路	红棉三路
1945	四联路	机荷高速公路
1946	四联路	龙岗大道
1947	松柏路	松茂路
1948	松柏路	龙岗大道
1949	太兴路	龙河路
1950	太兴路	龙岗大道
1951	同德路	阳新路
1952	同德路	同心路
1953	同德路	深汕路
1954	同力路	阳新路
1955	同力路	同心路
1956	同力路	惠民路
1957	同心路	深汕路
1958	同心路	同德路
1959	同心中路	环城南路
1960	同心中路	龙岗大道
1961	同心中路	四方埔街
1962	万利路	礼耕路
1963	万利路	勤富路
1964	五联一路	盐龙大道
1965	五联一路	碧新路
1966	香元排路	兴华路(坪地)
1967	香元排路	龙岗大道
1968	向银路	鹏达路
1969	向银路	龙岗大道
1970	向银路	爱南路
1971	小康路	大康路
1972	小康路	山子下路
1973	协力路	连心路
1974	协力路	回龙路
1975	欣景路	龙平西路
1976	欣景路	龙福路
1977	新生路	仙田路
1978	新生路	碧新路
1979	新生路	盐龙大道
1980	新生路	龙岗大道
1981	新厦大道	平大路
1982	新厦大道	平龙路
1983	信义路	水官高速
1984	信义路	红棉三路
1985	兴旺路	水官高速
1986	兴旺路	红棉三路
1987	秀峰路	甘李路
1988	秀峰路	吉华路
1989	雅园路	五和大道
1990	雅园路	华南路
1991	雅园路	坂雪岗大道
1992	银威路	碧新路
1993	银威路	上龙塘路
1994	银威路	向银路
1995	银威路	翠竹路(龙岗)
1996	愉龙路	龙平西路
1997	愉龙路	盐龙大道
1998	愉龙路	清林路
1999	粤宝路	吉华路
2000	粤宝路	红岗路
2001	湛宝路	红棉一路
2002	湛宝路	龙岗大道
2003	樟富北路	翠山路
2004	樟富北路	布沙路
2005	张衡路	梅观高速公路
2006	张衡路	冲之大道
2007	植物园路	爱南路
2008	植物园路	鹏达路
2009	植物园路	龙岗大道
2010	植物园路	碧新路
2011	中翠路	龙岗大道
2012	中翠路	布沙路
2013	中环大道	惠华路
2014	中环大道	平龙路
2015	嶂背路	爱新路
2016	嶂背路	宝荷路
2017	怡翠路	龙翔大道
2018	怡翠路	龙岗大道
2019	宸和路	六约路
2020	宸和路	永和路
2021	东门路	凤凰大道
2022	东门路	平湖大街
2023	凤新路	光翠路
2024	凤新路	果园中心路
2025	凤新路	圳美大道
2026	凤新路	公常路
2027	凤新路	光明大街
2028	公光路	南环大道
2029	公光路	楼民路
2030	光明大街	光明大道
2031	光明大街	楼民路
2032	光明大街	凤新路
2033	光侨大道	观光路
2034	光侨大道	龙大高速公路
2035	光侨大道	甲子塘大道
2036	光侨大道	松白路
2037	光侨大道	根玉路
2038	光侨大道	华夏路
2039	红花北路	民生大道
2040	红花北路	别墅路
2041	红花中路	振明路
2042	红花中路	别墅路
2043	红花中路	松白路
2044	楼民路	光明大街
2045	楼民路	公光路
2046	民生大道	兴发路
2047	民生大道	红花北路
2048	民生大道	长春北路
2049	民生大道	新华街
2050	民生大道	公明北环大道
2051	南环大道	别墅路
2052	南环大道	振名路
2053	南环大道	松白路
2054	南环大道	富利南路
2055	南环大道	根玉路
2056	南环大道	民生大道
2057	西环大道	公明北环大道
2058	西环大道	松白路
2059	西田路	河堤路
2060	西田路	屋园路
2061	西田路	公明北环大道
2062	长春北路	下南二路
